name,openinghour,price_level,image,rating,description,lat,lon,phone,address,website,place_id,category,postcode
Brick Lane Market Brick Lane Brewing Co,Monday: Closed | Tuesday: 12:00 – 9:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 9:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 8:00 PM,,https://places.googleapis.com/v1/places%2FChIJBRam1otd1moR31D_k7TLn8k%2Fphotos%2FAciIO2dg-wbbdNW9oX1HYmLAni4mJjuxYcQJBQm1GdEgX5D58FsbcxhzwvoW7PvKJfrOkxk-MWCuFSEBQN7dwnWqyiOsMBLZWDTA6niDWCkTVcFskLaeJlkckJhfs-Agr-v_45GeNAmFTMFgE8T_N41Q1BVdopk5Zb5Z5ieUiJB4RoOypa-pcrkdi2RsiPbZMRuxuHRQRwjSVy_j0Y973r4AUTEq_5b2MsxooFaQbcio8FvsLAXmjkwiYDIF3LGzWB91ZTkFkNgaS9fJ6eT7bZQyp5YKT0C_dMym9PkQCS-9PyiqFBrp-bMLOrk6QZaeqOLyKEymH6eN7biRpPtmqOBDbsMR6ZSDWxi0lhKwhF4WoFLln6NTW3Hfq-civU-8leTRglgPWXbvsncIJ3sr4Gtupsg44vZRanGRi3YoNgLCrTAHCc-XdfbtvLeZPHx13xDc/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.5,"Can’t sing Brick Lane’s praises loud enough. Everyone was so friendly and helpful. Fantastic range of beers perfect for anyone’s tastes - there is truly something for everyone! The mulled ginger beer was DIVINE and perfect for a cold Melbourne winter day. Can’t wait to come here again next time I’m in Melbourne! I didn’t get the food but the dishes that the table next to me were mouth watering and made me disappointed I couldn’t stay for longer to order my own - huge FOMO!!! Right next to the market so perfect to pop into after you shop. Big shout out to staff member Eric who was super friendly and helpful and made my day, he epitomised service with a smile and helped me out greatly by calling me a taxi and made sure it waited for me while I gather my things. Eric you went above and beyond and you are a credit to Brick Lane!!! I will most certainly be back again next time I am in town. | Terrific atmosphere, sit inside or outside, food is always excellent, Staff super friendly and hubby is very partial to the Brew 😊",-37.8076897,144.9582361,(03) 4800 5247,"466 Queen St, Melbourne VIC 3000, Australia",https://bricklanebrewing.com/pages/brick-lane-market,ChIJBRam1otd1moR31D_k7TLn8k,Other,3000
KOMBU QVM,Monday: 8:30 AM – 4:00 PM | Tuesday: 8:30 AM – 4:00 PM | Wednesday: 8:30 AM – 4:00 PM | Thursday: 8:30 AM – 4:00 PM | Friday: 8:30 AM – 4:00 PM | Saturday: 8:30 AM – 4:00 PM | Sunday: 8:30 AM – 4:00 PM,,https://places.googleapis.com/v1/places%2FChIJbUVXvN1d1moRTW9db_29bp0%2Fphotos%2FAciIO2cjOYhL5KX2DuYdIk2eLItmvWqFxT0GDbXLH5nEHREn84NiKHPsAOq6yT98ArJRuu7jcGZ4NzQtqO0cMLBWxy6shu_EHHJsFtVNYchXMzelo_gXcnTpYdaadIbgA6R8Z_QoIkrIVNoTEYvTJzlb07jDvkMhRUeNL5iPjsTW_7On4Zbsl_JMOXtS6_gjsamrNXpFKETaZYaiMd1rhIe3bd9zF5Pk-SQY8PO8v0OMDfoe9HLBGEYVRCQcHyRLs65nly0tfFxnb5ZuzHxiZ_Le8p9lAAhnwOeF345aJAa6wbDSaA/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.6,"Tried the Citrus Cold Brew and the Iced Matcha Latte. Absolutely loved both! good ice amount and not too sweet but still full of flavour! Cafe is next to the well known Queen Victoria Market. With beautiful outdoor seating. | Amazing place for matcha. Probably one of highest I’d rate, if not the best. Finding a good quality matcha that is done well is hard to come by these days. Perfect strength, depth and sweetness. The staff are also so friendly and hospitable.",-37.8077363,144.9588251,,"10 Dhanga Djeembana Walk, Melbourne VIC 3000, Australia",https://www.instagram.com/kombu_qvm/profilecard/?igsh=MXR4eDZtcjh2dWczdA==,ChIJbUVXvN1d1moRTW9db_29bp0,Other,3000
Bitterjoy,Monday: 8:30 AM – 4:00 PM | Tuesday: 8:30 AM – 4:00 PM | Wednesday: 8:30 AM – 4:00 PM | Thursday: 8:30 AM – 4:00 PM | Friday: 8:30 AM – 4:00 PM | Saturday: 8:30 AM – 4:00 PM | Sunday: 8:30 AM – 4:00 PM,,https://places.googleapis.com/v1/places%2FChIJKQbJbgBd1moRqO1lJp1fyTc%2Fphotos%2FAciIO2c1UJqO4-Obh-qB80LOEWkTThCyY__YUILFCRNrlDlLd1VlcEtlVF2YTPm7T6AguBZwr1K-pKV6XQ44cbl9rqftKbzzO1TuzqUiMk4nu0h8CMSp2FBYZrB58dbHxZ9yuA6bqifCT3I-bFwFLGhOlXJ1VBGDcw-s0rCN03QOk32epUPg78FE9rnLgFBioCR5FgQRuOCwyDgss-Yf7z3xWMYRmJM2gIlQXh0kP1V6idA8ALL2TXoZ9DUijAgmG_ON9fhVoITrd7K-H3kxEkNilmQB2Jpswoy7jM65Lyks8vW5oQ/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.8,"This was my first time trying Acai bowl. I loved the crunchy oats and nuts. The fruit was also fresh. But can anyone tell me what the black on top is? My friend said her acai bowl had peanut butter, but I didn't see in mine haha | Yummy and healthy smoothie, açai and drinks served by very friendly team of ladies. We enjoyed our short break in green cute deco beverage shop.",-37.8078195,144.9587008,,"13 Dhanga Djeembana Walk, Melbourne VIC 3000, Australia",https://www.instagram.com/bitterjoyau?igsh=MmhnN3NpcmNmNWdj&utm_source=qr,ChIJKQbJbgBd1moRqO1lJp1fyTc,Other,3000
Mansae Korean BBQ- CBD QVM,Monday: 5:00 – 10:00 PM | Tuesday: 5:00 – 10:00 PM | Wednesday: 5:00 – 10:00 PM | Thursday: 5:00 – 10:00 PM | Friday: 5:00 – 11:00 PM | Saturday: 5:00 – 11:00 PM | Sunday: 5:00 – 10:00 PM,expensive,https://places.googleapis.com/v1/places%2FChIJnRHg-Qld1moRVlRUGMBpybo%2Fphotos%2FAciIO2fgEadEw_haPWogSBdY2RFVCdCKkrjOwlqwKFyZleSzXP4iqN1G4NiBd2qjwTcKj3bEU6PO9lpIhTjKZyujxVNQkjPTw1G8BpJjb_TpzivmRuGVmL27oByMy8aoj1y1omSDHLVsUjmZUDGDkWuIpmKsOJrtxgpqtUafyq9AwcRkLodiB0OJof-Ji8gl830EGDlvw9kdxe4z9UGVIsPhAwqF5kStZr0JiEbkXcYem80DNrPSNDvxsb951JbxRgCRCc9wssyScUg47JofaOHx2a3C1dAAy2RQ01AljYArCzP2Xg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.5,"Pared-back Korean grill restaurant with a cocktail menu, tabletop BBQs & a takeaway option.",-37.8078549,144.9589149,0451 926 890,"16 Dhanga Djeembana Walk, Melbourne VIC 3000, Australia",http://mansaekbbq.com.au/,ChIJnRHg-Qld1moRVlRUGMBpybo,Korean,3000
Joomak,Monday: 5:00 PM – 2:30 AM | Tuesday: 5:00 PM – 2:30 AM | Wednesday: 5:00 PM – 2:30 AM | Thursday: 5:00 PM – 2:30 AM | Friday: 5:00 PM – 5:00 AM | Saturday: 5:00 PM – 5:00 AM | Sunday: Closed,moderate,https://places.googleapis.com/v1/places%2FChIJwz2KcctC1moRJw05MBuagLI%2Fphotos%2FAciIO2fwQjPNhYeAwoq3Os7S4msqkCZGp32H9BeHbAZvpXpNwGMLaZLyKV7xvmlssUQbVsXTo09KryeaLljbWmyZ6S1V9B6C_f6W0OuTXRvA1aoqcLG3x4YW9l7RD_Ud0PiHjWHsqy9mRnEFIo-DSfwRUQ8ENccV-2rIRZ2xBVL21zJwQN6pdJWpWy5g5Tthra-MbfADXJfr8uxYBQ8ttyt3yaFhFePPDw0uG4J5gpumDF-j0NCt8rXtz6sXkd9-OlbTEUSr7AJKTOEvbxW6BLMpF0bfLM6u3zj57TSmgInfzIWC1S3cDrQHQkcdHtznT97n_g66uh9Wzm3DmmPZZbEncbRKJF42-2-Y1oTmR-xWtMjYBDGaOXTsgTbW43hbxLFEZhTFyQ0fMdl-45iYiQB2QJMyxLPCz7xfxreJXDsogzhiRQ/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.6,Korean share plates & drinks served in a secluded basement with private booths & a wood interior.,-37.8089306,144.9632417,(03) 9663 7123,"Basement, 407/409 Swanston St, Melbourne VIC 3000, Australia",http://www.joomak.com.au/,ChIJwz2KcctC1moRJw05MBuagLI,Korean,3000
Pearson& Murphy's Cafe,Monday: 6:00 AM – 4:00 PM | Tuesday: 6:00 AM – 4:00 PM | Wednesday: 6:00 AM – 4:00 PM | Thursday: 6:00 AM – 4:00 PM | Friday: 6:00 AM – 4:00 PM | Saturday: Closed | Sunday: Closed,moderate,https://places.googleapis.com/v1/places%2FChIJm4ivjMtC1moRP1C2RftShqU%2Fphotos%2FAciIO2c9CbqMkX2rAlG6SiR2jENCA-KFFXRF16fRWorYexzabMKdSaidYjYcj4_nVP_sW4n3h556uST0H-UAVrwC8TZKw4QmICVeQheMj087IN96g8CxKFCM5-hi-xUa6Tvb1uY55MiITv4XuVV9I7knj2aU9h8FywUBpkRN8koNb4QSZ6BEoQtqOwifm9-qLdoqKvRanKxseTp7ohwMkvyVCLZImNazEtsMN5jWJRJq_2eozsIKrEuDG0HXiDT0TAXYt84uOvD38EXF15cNDLYqS7GVe4mHRWHwDKzzwByeXaFXBK-RIfdRgviFjG22SPWucgkhwp0H2hnaQxUjdlkAJ3sohE7bQ8fc42AFCWwDbKvZyDOFzJdNA4jiCF2SlPivf1qDFsPUyAA80fzjo1jXnvGIkZF3TtXG0P_Or11Ud-2eWFg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.3,"Classic breakfasts, snacks and lunches served in roomy, hip cafe with a courtyard, on a uni campus.",-37.8088019,144.9652092,(03) 9662 1080,"Building 1/124 La Trobe St, Melbourne VIC 3000, Australia",http://www.pearsonmurphy.com.au/,ChIJm4ivjMtC1moRP1C2RftShqU,Cafe/Brunch,3000
Nisa's Thai Street Food Melbourne's CBD,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: 12:00 – 10:00 PM,,https://places.googleapis.com/v1/places%2FChIJj4m55RZD1moR9hRun-8v1WU%2Fphotos%2FAciIO2clNKffui-QLppsD3PTquC2jkpIbX73IR8n4zaQVcJuDKRs0GvTszUDaomrSNy76Vhs_Ss8gDryVRc90l5bV4XXpLuXJ460oF17oIv1eou_TBBQEHx9P4gBVDZptIw1hH6eNHhzYh8E9j6eveG8SI-tgHLaPGIKNsXZ-vUGROxPqK80ei3lQ77205wHN0BuE-zTO99OE0zV_qJn2jUuAujlFkc1bJlWrrF2D7ZpXYz2LdC0fjLi8a3ULNfOgW2XFm663IcuZOs8wPvBfBO2xQoGVZhgbBBP4WKCqHm0D4k13w/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.5,"A hidden gem in Melbourne CBD! The food is authentic, flavorful, and the portions are generous. Highly recommend the Pad Thai — the balance of spices is just right, not too salty or overly spicy. Prices are reasonable, making it great value for a city location. The atmosphere is casual and welcoming, perfect for a quick lunch, a relaxed dinner, or catching up with friends. Definitely a place I’ll come back to often! | This was our first time dining here. Unfortunately, we were very disappointed. We ordered the Tom Yum Seafood Soup for $35 something. the broth was watery, with very little seafood(mussel is overcooked), and it lacked the bold, flavorful taste we expect from Tom Yum. The spring rolls were also disappointing the wrapper was too thick and not worth it. Overall, the food was overpriced for the quality, and our dinner experience was really sad.but we do hope the restaurant improves their food.",-37.8070577,144.9624739,0466 894 683,"491 Swanston St, Melbourne VIC 3000, Australia",,ChIJj4m55RZD1moR9hRun-8v1WU,Thai,3000
Mini Hotpot,,,,,,-37.8071741,144.9624768,,"475-481 Swanston St, Melbourne VIC 3000, Australia",,ChIJ_X7Igf9D1moRSO8bZh7Xu8I,Chinese,3000
Nana's Green Tea Swanston,Monday: 11:30 AM – 10:00 PM | Tuesday: 11:30 AM – 10:00 PM | Wednesday: 11:30 AM – 10:00 PM | Thursday: 11:30 AM – 10:00 PM | Friday: 11:30 AM – 10:00 PM | Saturday: 11:30 AM – 10:00 PM | Sunday: 11:30 AM – 10:00 PM,,https://places.googleapis.com/v1/places%2FChIJXYcRyuFD1moRvE2lHPGz84U%2Fphotos%2FAciIO2cEiGI7loXlcvtf4Pim-W7A1KnFL0ZYIB-6UImJq1qURYBxYUYfZSsA6hZFhF2OwwSFk9X5U_y82jllOC1Q_dM1UNrfgCKO5EMSOvXOh_NiBP_3tbT0GWXsgSKQxks5Y4kc_DEnfl0G0FljO4DuyDvQNCMF91awfyQUO-SWl1u7dD8j3OKW7sKASoqWQ4malcPOHQg-phm50xiwmWVq0piWdDNfg3indacmcXzi3_lVAkefz05MAkmmxCHl3BOlRg6--rCkdw5O-ycikNl97rgmH5QiG33Qz9ib5riKLfPy_A/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.7,"Have visited this place several times! Nice meal and very good matcha desserts! The staff are quite friendly and the place is always clean and comfy. | Our first visit to Nanas Green Tea, and it couldn’t have been better. With the chilly Melbourne weather outside, we ordered a warm matcha and hot chocolate, both comforting and perfectly balanced. Once warm inside, wr just had to try the matcha parfait. an absolute delight, creamy, rich, and beautifully presented. Everything was brilliant from start to finish, easily making this the best matcha cafe in Melbourne.",-37.8071478,144.9623846,(03) 9885 3392,"487 Swanston St, Melbourne VIC 3000, Australia",,ChIJXYcRyuFD1moRvE2lHPGz84U,Other,3000
Xiangli Cuisine,"Monday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM | Tuesday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM | Wednesday: Closed | Thursday: Closed | Friday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM | Saturday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM | Sunday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM",,https://places.googleapis.com/v1/places%2FChIJJ092aMVD1moRmdt3i87oO34%2Fphotos%2FAciIO2fR-kccWnLQX0pKtv4Z2fK5QWDYRCsuuqE_ZGrnsqs8sB6o8dCaVy2fv951Em0GBCmweH3EbeEBdg2_Fno4zu9MGBixwOJ14e-hmyw1Pm1F3Lr7GaG6Ho6qwfiSDa78BZd26Kk1mX6lxcHEUqF8mlUViocSpX96KsjmGseMK73lGfZ3MmQivYS00yYEcYbDznpHgL6dgfIv30EVUQkdWqFBkV78R26nrrU1gYFYm3kNlT4FJXaQXJ34QOIzixbTjngf9F4MuRcY9gzMH0e5gnnwu6qoc81imuJ6pJfLQUKYrCbsxGlHg3so8XceKF3Ajmlyo7_p0JYOSRDiJkUJYW0gUmHRHNE_hEgFrnzb2JaPp94rs6Sds3W5zXM0d2Sm_sq7EQhlJKCDjW8noxLScYnGMKTEivRBo-ZH-0h3uB7V2Q/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.3,"A plain looking place with excellent food in the city! I ordered Stewed Beef Brisket with Potato Set ($16.90) which came with rice and a soft drink. The dish came with strips of spiced tofu, which was okay. The quality and quantity were really good. The beef was perfect, the flavours were comforting and the place has a no-rush feel to it. The staff was helpful and friendly. I'm definitely going back again! | Hidden gem for students On any given meal time, you'll find Xiangli cuisine pack full of Chinese students. They are there for a tast of the home, which Xiangli cuisine definitely delivers. We have been a few times already, but this is the first time that I remembered to take a photo of the food before digging in. Today i got the braised beef with potato meal set which comes with a small side dish and a canned drink for under $20. The portion side is quite big considering the price. I was very full. If you are looking for Asian comfort food at a cheap price, I recommend the set meals here. You won't leave hungry.",-37.8072179,144.9623358,0466 635 580,"479 Swanston St, Melbourne VIC 3000, Australia",,ChIJJ092aMVD1moRmdt3i87oO34,Other,3000
Tokyo Yokocho,Monday: 10:00 AM – 8:00 PM | Tuesday: 10:00 AM – 8:00 PM | Wednesday: 10:00 AM – 8:00 PM | Thursday: 10:00 AM – 8:00 PM | Friday: 10:00 AM – 8:00 PM | Saturday: Closed | Sunday: Closed,,https://places.googleapis.com/v1/places%2FChIJU8OltHdD1moR1yv8enY8TaE%2Fphotos%2FAciIO2cSJA0KtvbW82VxfgsHGTa_xnbzw0jSTVrd_TGsf7aozt4laN190X0IJO8QJOFlTYgzIC06IQE1a9l0KHcfYFpH774_5lmgYnj9RDLDqzBhfZaa6MeTopTgBSkm_BHnSutT06vANx3png2N8yykmv1wR00_Seggl1Q7GWqGbEu3BtEXdkVVEMkldYFnrp_iGR6GcoxQdbDM8fdpKjU1anVrKT8WRXAEYJWlw8zYwQt0P2UPz5Vk2_r-QyO3zUoplRXNAG5H5XPLmts6Im2WYI5tjVKj2K-k6aqzrOiSn3J6vjCKN1Cn58lUG02OO0VvEFv_wIwJNisb4d8KzEYcVRsYhxD7W7ryvJSDXKdOs7r26ythDhjFvQXbNz1BU-cLX9PaHxVqwncwH3lrEdM2SX97_n5n-NrVnczd9kaChNq8fQ/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.5,"I left really nice review 1 year ago and this shop has poor quality now. I went to the peak time and waited for long. Finally I got food but it tastes like a instant food. Price is getting higher and quality is so bad. It's not worth it. I feel so bad. They became popular but quality is getting worse. I'm just so disappointed as it was one of my favourite shop. Reasonable price, I think all dishies are under $15. Super delicious, healthy, quick👏👏 It's inside RMIT food court. | I wouldn't bring my wife here, but it's somewhere i would have brought ex girlfriends back in the day. It was OK, everything served in takeaway containers, value for money ok, quality mediocre. Veg gyozas were horrible, they went in my soup. Ramen was fair, and karage chicken 🐔 wasn't bad for the price i suppose.",-37.807535,144.9633777,0457 262 677,"RMIT building No 14 124 La Trobe St (Enter via La Trobe St, and, Bowen St, Melbourne VIC 3000, Australia",,ChIJU8OltHdD1moR1yv8enY8TaE,Other,3000
Kaki Lima,Monday: 11:00 AM – 8:00 PM | Tuesday: 11:00 AM – 8:00 PM | Wednesday: 11:00 AM – 8:00 PM | Thursday: 11:00 AM – 8:00 PM | Friday: 11:00 AM – 8:00 PM | Saturday: Closed | Sunday: Closed,,https://places.googleapis.com/v1/places%2FChIJgfRbm8xC1moResyhI-qlpyY%2Fphotos%2FAciIO2cxiFIlZqhaqI-0VY5dWLHJ8qZN2r9PtabyX8DgbODW5NLiDChQ-LXqsXSX3p6520KBLFdsn0_lROMQCMoAX-r2FCO-WJaQw3gXx69R0cketlxy2O8ZNgYT8AhC1HSJBwLFjT1hbhjcEr71OGYpb9pntC4RCyeiqZXwDmWsJTvh3q3-7Rj7LDaYx-Iqh4aEnMSmBZc2ue7Ee1vHTectcXUjLcu8OVCjjpgaLfuB278MJLj_rlh_qhspjMg0Qk3U6i6R6-BCsTBYH4JwLVVEcClqB_Y4Kb-KHxUHcHmMH9_lcbQy0pV6ksTt1HEZQMRo4jVwz_JEFCenBIyJEm7fktIR3tAEfFlYm6lWkP9PPj248ViL2xuYTWB9wpnRow8Nwlhy8z-1oIDPXYaim9rLthyCCWHTOOvkyXblrq6YG_948CGV/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.8,"I would call it a hidden gem near RMIT. The food is pretty affordable and doesn’t compromises on taste at all. I loved the volcano chicken bowl, had enough chilli to settle my spice kick and the chicken was tender and crispy. Highly recommend! | The grilled chicken was tasty, the package with cabe ijo was good. However, the mentai not really like mentai I used to eat. Barely taste the mentai.",-37.8074844,144.9637393,0435 114 848,"RMIT Building 14, Bowen Street Bowen St Food Court (Enter via Bowen St, from, La Trobe St, Melbourne VIC 3000, Australia",https://kakilima.com.au/,ChIJgfRbm8xC1moResyhI-qlpyY,Other,3000
Little Taiyo Sun,,,https://places.googleapis.com/v1/places%2FChIJKY3SWQBD1moRnBJcJvJZ2kw%2Fphotos%2FAciIO2eIEtWCC4neiK9jcY54_vkmhURHhMOCiJB5RlggCTp6Fe01RIYx1i1KDbh2mzZ-TXvryvFFAIGg9xZ-Ya3hcrOY6tVD5HM77l4wgfd0zOJtQAb-4N6AJLxDeHikjiDpaBrCoP5QTPuNqGfb22ognQjDPxFtx_Tj-76HeijguQ0P88RRoZu4pGFUfPn9n_8XlHMnZ-JOPn4nSrqJ62_Fl2B_ZQDnICnn1ivRarcbf-BNRulGLgAWiv7AXpMgxC-1Ut6Tr0SRj0iCeDI3RguBu0jvN6L5n91vlwSGdZB3V4pG06Nqo2rAe4CjuCIzdfI2jeZJ3MWkXv1s2fK6pS6v-p_XhNKElt2WOYZbeN9oA1K_m2u1Y0HvkTqd6FkdWAaK3BEj6Jx0jQjKuNtbjbE8-NrvQvHVzANC5xLUDXlHkQrGBoqz/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,5,Matcha in Little Taiyo is the best! Highly recommended iced matcha latte and strawberry matcha latte. A bit sweet and milky but for me it’s fine :”) Their cheese cake with strawberry syrup is good too!,-37.8076299,144.9631854,,"414-418 Swanston St, Melbourne VIC 3000, Australia",https://www.instagram.com/kissa.taiyo.sun?igsh=MXNjdm1lMGE0NnNsYw%3D%3D&utm_source=qr,ChIJKY3SWQBD1moRnBJcJvJZ2kw,Other,3000
ThaiLicious Restaurant,Monday: 6:00 – 10:30 PM | Tuesday: 6:00 – 10:30 PM | Wednesday: 6:00 – 10:30 PM | Thursday: 6:00 – 10:30 PM | Friday: 6:00 – 10:30 PM | Saturday: 6:00 – 10:30 PM | Sunday: Closed,moderate,https://places.googleapis.com/v1/places%2FChIJE87W9c5C1moRNTnghsAOHYs%2Fphotos%2FAciIO2cIUl1iOLd8vfAuxTcf5MaEAaHpwDRBiipMKbMhyKakI0_DPmCtg16gLhGyfW-O4nEjcqSecmhjKDHcc3VHAw8iKf75DLR7Og-rPidubYEju6r5dd-lak40aAssZA4fZMPchKUzutUbQYrWC9828o2yPnhzlkFFQdpZJZYbWO1fDQ2d8azHJjYkUeDwFU5rGc5EZIhlSnqekrP8ECQ3LGOASPTnX30xAZXGtG91IhLvNLwbr5NQDe26UP0AnNupVwcGUhCW77lYkfQaqFD3_dlSKsB6pNBuHofBdgSN6n8Ef1A97sbZfQ9oI2ubHMYpgeFTNmwe8Pw6Cda2_BcXuJ5jA0s5b289sEDCs63rRgMibYXInu4MJyJR2pFNXz6pEdGBzcLfmSAzu7i0tbL7yEjZ_uAFYVLZ5iQARCzTBhY/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.3,"Modern spot for Thai staples, with lunch specials in an airy space with some outdoor seats.",-37.807498,144.9682793,(03) 9639 1888,"355 Exhibition St, Melbourne VIC 3000, Australia",https://www.thailiciousrestaurant.com.au/,ChIJE87W9c5C1moRNTnghsAOHYs,Thai,3000
Hot Chills Cafe,Monday: 9:00 AM – 4:00 PM | Tuesday: 9:00 AM – 4:00 PM | Wednesday: 9:00 AM – 4:00 PM | Thursday: 9:00 AM – 4:00 PM | Friday: 7:00 AM – 8:30 PM | Saturday: 9:00 AM – 8:30 PM | Sunday: 9:00 AM – 8:30 PM,,https://places.googleapis.com/v1/places%2FChIJwQR4gIlR1moRsNXvh7d8qK4%2Fphotos%2FAciIO2cn4hxrDrb70rU5jf3iPedYVLF4evFNCPML4nGRbnmFB-b_L0aq5-u0J96LZs4ndIIgvG7yVdGnnhQRCHiOc0f23-5C5xLDI5IiDH3rzYecbr53GV5b5k9oBZz1d1iYYDcD6RNvvAo_0w7m94AJxgAPNrWLK2sxhcpeBLi0vEDSxRTESXxFGQBq_wGTo_W1Pe4lpt2J8F8W-9D7-4D6yNoYXBWc6F_Exsk_cBs0AzfZjwKQT54xHt3jsbsHc2tdSn7eQUbndDzGTiztUwuhh0QdG-gyK9HhvYVH2s9v0d-W8DzDvB_AVft2BRY7AWjKFpePoG4xaqQORQAQbkmUFZD1PMNjOFeeUeV5yW54H0PWUZjFuo7HTfiobo0xOjFYrEY1i7shjED5UXeO81GavPwOWbpitgDLrEY9UGrw72ZXIw/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.4,"The server with tooth gems who served me was very nice and friendly, the food was also great. I ordered the chicken pocket and nutella pocket and was very satisfied. | This is my second dissopointing visit here. You can read about my first one below: Sunday night: Ordered: Food Coma Double burger minus the lettuce/tomato. Large chips Mexican Wrap Small chips Chilli garlic Aioli tub Only got, burger, wrap and one chips (no second chips and ailoi). Burger had lettuce/tomato on it despite the request. My colleagues Mexican wrap was fresh, eatible but about 15 jalapenoes, with off lettuce and she rated it 2.5 out of 5 The chips like my first review were nothing to write home about, quite cold, unkept and not fresh. We ordered of menu log with self pick up to save time, even leaving ten mins after we scheduled and still waited a good 15 mins. The order was written down for them, but poor attention to detail and poor quality control, has let them down. Here is my first review from January: Out of all the places I could have went to in the city for my lunch break I chose this place. I was attracted to and excited by their 49 x five star reviews. So my expectations were high. I got the cheese burger and chips. The chips nothing to write home about. The burger, I asked for a cheeseburger and not sure what I got, but it left a foul taste in my mouth for 12 hours. The burger was quite small. I won't be rushing back. Their website says any issues, let them know. I texted and asked what the foul stuff on the burger was, but no reply. Edit update: the store owner has made contact apologising for the over zealous indulgence of French onion mustard which he admits would have ruined the burger. He sounds sincere and I put my experience down to a one off (hopefully). He has offered me a more pleasant service and experience next visit",-37.8074156,144.9681318,0474 034 728,"359 Exhibition St, Melbourne VIC 3000, Australia",http://www.hotchills.com.au/,ChIJwQR4gIlR1moRsNXvh7d8qK4,Cafe/Brunch,3000
Han Guuk Guan,"Monday: 12:00 – 2:00 PM, 5:00 – 9:00 PM | Tuesday: 12:00 – 2:00 PM, 5:00 – 9:00 PM | Wednesday: Closed | Thursday: 12:00 – 2:00 PM, 5:00 – 9:00 PM | Friday: 12:00 – 2:00 PM, 5:00 – 9:00 PM | Saturday: 12:00 – 2:00 PM, 5:00 – 9:00 PM | Sunday: 12:00 – 2:00 PM, 5:00 – 9:00 PM",moderate,https://places.googleapis.com/v1/places%2FChIJExXvjM5C1moRA3j7CdDcrRc%2Fphotos%2FAciIO2c0bjF4oKnJ8L54s1zAaTtJxiMC9H3OVgeM9yF8XXsRdS5nAobg7HYHrmxhsNATnLcbXRMwFxlZ7Yt-fDNE7JedhtaU93oLA4UGL6iz6Qrfy6BuhiAGgTCbdvx4nTW1h5AzVlJbzmOTpRsbk1ylQGA_3H9iLukLxFo8Qtm1zGsUtXBiChXnP1AecRGVrM1dc9fu6kKUBuCJKoVHxMrWw0q7pmN3k-EhbV55-M4snkCTsAw_rtonmEf7OMzp0LzHJSacEKLhP7RTpb6MSAwFR-DugMkE9DODCCm2TpzbgjVOOQ/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.9,"Familiar Chinese & Korean dishes like noodles, soups & BBQ in a compact, wood-panelled restaurant.",-37.8075406,144.9679866,0402 799 648,"13A Victoria St, Melbourne VIC 3000, Australia",http://www.hanguukguan.com/,ChIJExXvjM5C1moRA3j7CdDcrRc,Chinese,3000
Babi Guling Bang CadPak Ndut,,,,,,-37.8077219,144.9669318,,"33 MacKenzie St, Melbourne VIC 3000, Australia",,ChIJnz-5s99D1moRUTNH8tDbqdc,Other,3000
